period,fill,run,quality,comment,IR (kHz),coll bcs,/
LHC22o,8305,527863,good,,500,1737,/
LHC22o,8305,527864,good,,550,1737,/
LHC22o,8305,527865,good,,500,1737,/
LHC22o,8305,527869,good,,500,1737,/
LHC22o,8305,527871,good,,500,1737,/
LHC22o,8306,527895,good,,500,1737,/
LHC22o,8306,527897,good,,500,1737,/
LHC22o,8306,527898,good,,500,1737,/
LHC22o,8306,527899,good,,500,1737,/
LHC22o,8306,527902,good,,500,1737,/
LHC22o,8307,527940,not participating,,500,510,/
LHC22o,8307,527944,not participating,,450,510,/
LHC22o,8309,527963,good,,500,510,/
LHC22o,8309,527965,good,,500,510,/
LHC22o,8309,527966,good,,500,510,/
LHC22o,8309,527967,good,,500,510,/
LHC22o,8311,527976,good,,500,1737,/
LHC22o,8311,527978,good,,500,1737,/
LHC22o,8311,527979,good,,500,1737,/
LHC22o,8313,528021,good,,500,1022,/
LHC22o,8313,528026,bad,backpressure effect in release latency,500,1022,/
LHC22o,8314,528036,good,,500,1737,/
LHC22o,8315,528093,good,,500,1737,/
LHC22o,8315,528094,good,,500,1737,/
LHC22o,8315,528097,good,,500,1737,/
LHC22o,8315,528105,good,,500,1737,/
LHC22o,8315,528107,good,,500,1737,/
LHC22o,8315,528109,good,,500,1737,/
LHC22o,8315,528110,good,,500,1737,/
LHC22o,8317,528231,good,,500,1737,/
LHC22o,8317,528232,good,,500,1737,/
LHC22o,8317,528233,good,,500,1737,/
LHC22o,8319,528263,not participating,,500,1737,/
LHC22o,8319,528266,good,,500,1737,/
LHC22o,8320,528290,good,a high number of chips in error: 660,2500,1737,/
LHC22o,8320,528292,good,,500,1737,/
LHC22o,8320,528294,good,,500,1737,/
LHC22o,8321,528316,not participating,,500,1737,/
LHC22o,8321,528319,good,,500,1737,/
LHC22o,8321,528328,good,,500,1737,/
LHC22o,8321,528329,good,,500,1737,/
LHC22o,8321,528330,good,,500,1737,/
LHC22o,8321,528332,bad,poor phi distribution: a drop near -1.7,500,1737,/
LHC22o,8321,528336,not participating,,500,1737,/
LHC22o,8322,528347,good,,500,1737,/
LHC22o,8324,528359,good,,500,1737,/
LHC22o,8327,528379,good,,500,1737,/
LHC22o,8327,528381,bad,a large chip loss 45 mins after the SOR,500,1737,/
LHC22o,8327,528386,good,,500,1737,/
LHC22o,8330,528448,good,,500,1737,/
LHC22o,8330,528451,good,,500,1737,/
LHC22o,8331,528461,good,,500,1737,/
LHC22o,8331,528463,good,,400,1737,/
LHC22o,8331,528471,not participating,,3,1737,/
LHC22o,8331,528487,not participating,,600,1737,/
LHC22o,8333,528507,not participating,,1000,1737,/
LHC22o,8333,528509,not participating,,1000,1737,/
LHC22o,8333,528513,not participating,,2000,1737,/
LHC22o,8333,528514,not participating,,2000,1737,/
LHC22o,8333,528523,not participating,,2500,1737,/
LHC22o,8333,528524,not participating,,3,1737,/
LHC22o,8333,528528,not participating,,3,1737,/
LHC22o,8333,528529,good,,500,1737,/
LHC22o,8333,528530,good,,500,1737,/
LHC22o,8333,528531,good,,500,1737,/
LHC22o,8333,528534,good,,500,1737,/
LHC22o,8333,528537,good,,500,1737,/
LHC22o,8333,528543,good,,500,1737,/
LHC22p,8334,528563,not participating,,3,1737,/
LHC22p,8334,528590,,,500,1737,/
LHC22p,8334,528591,,,500,1737,/
LHC22p,8334,528597,good,,500,1737,/
LHC22p,8334,528602,good,,500,1737,/
LHC22p,8334,528604,good,,500,1737,/
LHC22p,8335,528617,good,,500,1737,/
LHC22p,8342,528675,not participating,,3,1737,/
LHC22p,8342,528679,not participating,,600,1737,/
LHC22p,8342,528681,not participating,,1000,1737,/
LHC22p,8342,528687,not participating,,2000,1737,/
LHC22p,8342,528688,not participating,,2000,1737,/
LHC22p,8342,528689,not participating,,2500,1737,/
LHC22p,8342,528691,not participating,,2500,1737,/
LHC22p,8342,528692,not participating,,2000,1737,/
LHC22p,8342,528695,not participating,,1000,1737,/
LHC22p,8342,528697,not participating,,600,1737,/
LHC22p,8342,528699,not participating,,3,1737,/
LHC22p,8345,528781,good,,500,1737,/
LHC22p,8345,528782,good,,500,1737,/
LHC22p,8345,528783,good,,500,1737,/
LHC22p,8345,528784,good,,500,1737,/
LHC22p,8347,528798,good,,500,1737,/
LHC22p,8347,528801,good,,500,1737,/
LHC22q,8379,528991,bad,840 chips in error,6.5,20,/
LHC22q,8379,528997,not participating,,7.5,20,/
LHC22q,8379,529003,not participating,,7.5,20,/
LHC22q,8379,529005,good,,1.5,20,/
LHC22q,8379,529006,good,,0.8,20,/
LHC22q,8379,529008,good,,1.5,20,/
LHC22q,8379,529009,good,,1.5,20,/
LHC22q,8379,529011,not participating,,45,20,/
LHC22q,8379,529014,not participating,,35,20,/
LHC22q,8379,529015,good,,2,20,/
LHC22q,8381,529035,good,,15,35,/
LHC22q,8381,529037,good,,15,35,/
LHC22q,8381,529038,good,,15,35,/
LHC22q,8381,529039,good,the whole zone H1D1F1Z1 lost during the run,15,35,/
LHC22q,8381,529043,not participating,,15,35,/
LHC22r,8383,529066,good,,100,510,/
LHC22r,8383,529067,good,,100,510,/
LHC22r,8385,529077,good,,500,1443,/
LHC22r,8385,529078,good,,450,1443,/
LHC22r,8385,529084,good,,500,1443,/
LHC22r,8385,529088,not participating,,500,1443,/
LHC22r,8387,529115,good,,500,1737,/
LHC22r,8387,529116,good,,500,1737,/
LHC22r,8387,529117,good,,500,1737,/
LHC22r,8389,529128,good,,500,1737,/
LHC22r,8389,529129,good,,500,1737,/
LHC22r,8395,529201,good,,500,1737,/
LHC22r,8395,529202,good,,500,1737,/
LHC22r,8395,529207,good,,500,1737,/
LHC22r,8395,529208,good,,500,1737,/
LHC22r,8395,529209,good,,500,1737,/
LHC22r,8395,529210,good,,500,1737,/
LHC22r,8395,529211,good,,500,1737,/
LHC22r,8398,529235,good,,500,1737,/
LHC22r,8398,529237,good,,500,1737,/
LHC22r,8398,529242,bad,FLP 182 dropping all packets,500,1737,/
LHC22r,8398,529248,good,,500,1737,/
LHC22r,8398,529252,good,FLP 185: CRU dropped packets on H1D1F1,500,1737,/
LHC22r,8399,529267,good,,500,1737,/
LHC22r,8399,529268,good,,500,1737,/
LHC22r,8399,529270,good,,500,1737,/
LHC22r,8401,529306,good,,500,1737,/
LHC22r,8401,529310,good,,500,1737,/
LHC22r,8401,529317,good,,500,1737,/
LHC22r,8401,529320,good,,500,1737,/
LHC22r,8401,529324,good,,500,1737,/
LHC22r,8402,529337,good,,500,1737,/
LHC22r,8402,529338,good,,500,1737,/
LHC22r,8402,529341,good,,500,1737,/
LHC22t,8456,529450,bad,FLP 182 dropping all packets,500,1737,/
LHC22t,8456,529452,not participating,,500,1737,/
LHC22t,8456,529454,not participating,,500,1737,/
LHC22t,8456,529458,good,,500,1737,/
LHC22t,8456,529460,good,,500,1737,/
LHC22t,8456,529461,good,,500,1737,/
LHC22t,8456,529462,good,,500,1737,/
LHC22t,8471,529542,good,,450,1737,/
LHC22t,8474,529552,good,,500,1737,/
LHC22t,8474,529554,good,,500,1737,/
LHC22t,8479,529607,,"no TPC, apass1 failing",0.1,1,/
LHC22t,8479,529610,good,low IR,0.1,1,/
LHC22t,8489,529662,good,,500,1967,/
LHC22t,8489,529663,good,,500,1967,/
LHC22t,8489,529664,good,,500,1967,/
LHC22t,8491,529674,bad,a beam splash: 60 chips in err,500,1967,/
LHC22t,8491,529675,bad,another beam splash: 120 chips in error,500,1967,/
LHC22t,8496,529690,good,,500,1967,/
LHC22t,8496,529691,good,,500,1967,/
LHC23b,8541,534133,not participating,,0.7,2,/
LHC23b,8542,534152,good,,0.5,2,/
LHC23b,8542,534161,good,,0.5,2,/
LHC23b,8550,534200,not participating,,4,8,/
LHC23b,8550,534201,not participating,,3,8,/
LHC23b,8550,534202,not participating,,2.5,8,/
LHC23b,8550,534205,not participating,,2,8,/
LHC23b,8550,534209,not participating,,1.5,8,/
LHC23b,8550,534215,good,H0D3F1Z3 + H0D4F1Z2 excl.,1,8,/
LHC23b,8559,534265,good,H0D3F1Z3 + H0D4F1Z2 and H1D4F0Z0 excl.,3.5,8,/
LHC23b,8559,534267,good,H0D3F1Z3 + H0D4F1Z2 and H1D4F0Z0 excl.,2.5,8,/
LHC23b,8559,534268,good,H0D3F1Z3 + H0D4F1Z2 and H1D4F0Z0 excl.,1.5,8,/
LHC23b,8580,534453,not participating,,3,8,/
LHC23b,8580,534454,not participating,,2.5,8,/
LHC23b,8580,534468,not participating,,1.5,8,/
LHC23c,8637,534998,good,,20,2,/
LHC23c,8637,535001,good,,20,2,/
LHC23d,8639,535021,good,,70,8,/
LHC23d,8639,535022,good,,60,8,/
LHC23e,8642,535046,good,,5.5,32,/
LHC23e,8642,535047,good,,10,32,/
LHC23f,8644,535069,good,,10,32,/
LHC23f,8645,535084,good,,10,32,/
LHC23f,8645,535085,good,,10,32,/
LHC23f,8645,535087,good,beam splash 9 mins before EOR; chips not recovered,10,32,/
LHC23g,8675,535345,good,,55,320,/
LHC23g,8675,535365,good,,50,320,/
LHC23g,8685,535475,good,,50,320,/
LHC23g,8685,535476,good,,55,320,/
LHC23g,8685,535478,good,,55,320,/
LHC23g,8685,535479,good,,55,320,/
LHC23g,8685,535480,good,,50,320,/
LHC23g,8686,535514,good,,50,204,/
LHC23g,8686,535517,good,,50,204,/
LHC23g,8686,535525,bad,no reconfig after a beam splash during 535524,55,204,/
LHC23g,8686,535526,good,,55,204,/
LHC23g,8690,535545,good,,50,204,/
LHC23g,8691,535563,not participating,,50,204,/
LHC23g,8691,535566,good,,50,204,/
LHC23h,8695,535613,good,,100,591,/
LHC23h,8695,535620,bad,,100,591,/
LHC23h,8695,535621,good,,100,591,/
LHC23h,8695,535623,good,,100,591,/
LHC23h,8695,535624,good,,100,591,/
LHC23h,8695,535627,good,,100,591,/
LHC23h,8696,535644,good,,100,649,/
LHC23h,8696,535645,good,,100,649,/
LHC23h,8701,535711,not participating,,100,649,/
LHC23h,8701,535716,not participating,,100,649,/
LHC23h,8701,535721,good,,100,649,/
LHC23h,8701,535722,good,,100,649,/
LHC23h,8701,535725,good,,100,649,/
LHC23i,8723,535923,good,H0D0F1Z2 excl.,50,204,/
LHC23j,8724,535941,good,,100,649,/
LHC23j,8725,535964,good,,100,649,/
LHC23j,8725,535966,good,,100,649,/
LHC23k,8728,535983,good,,250,773,/
LHC23k,8729,535999,good,,250,773,/
LHC23k,8730,536020,good,,250,773,/
LHC23k,8730,536025,good,,250,773,/
LHC23l,8731,536055,good,,500,1057,/
LHC23l,8736,536106,good,,500,1057,/
LHC23l,8736,536108,good,,500,1057,/
LHC23l,8738,536151,not participating,,300,1057,/
LHC23l,8738,536155,not participating,,600,1057,/
LHC23l,8738,536163,not participating,,2000,1057,/
LHC23l,8738,536167,not participating,,2500,1057,/
LHC23l,8738,536176,not participating,,500,1057,/
LHC23l,8738,536199,not participating,,500,1057,/
LHC23m,8741,536235,good,H0D1F1Z2 excl.,250,1099,/
LHC23m,8741,536236,good,H0D1F1Z2 excl.,250,1099,/
LHC23m,8741,536237,good,H0D1F1Z2 excl.,250,1099,/
LHC23m,8741,536238,good,H0D1F1Z2 excl.,250,1099,/
LHC23m,8741,536239,good,H0D1F1Z2 excl.,250,1099,/
LHC23n,8746,536255,good,H0D1F1Z2 excl.,10,1730,/
LHC23n,8746,536257,good,H0D1F1Z2 excl.,10,1730,/
LHC23n,8746,536261,good,H0D1F1Z2 excl.,10,1730,/
LHC23n,8746,536262,good,H0D1F1Z2 excl.,10,1730,/
LHC23n,8754,536338,bad,distorted phi distribution,10,1730,/
LHC23n,8754,536339,good,,10,1730,/
LHC23n,8754,536340,good,,10,1730,/
LHC23n,8754,536343,good,,10,1730,/
LHC23n,8754,536344,good,,10,1730,/
LHC23n,8754,536346,good,,10,1730,/
LHC23n,8771,536370,good,,10,1730,/
LHC23n,8773,536400,bad,,10,1730,/
LHC23o,8773,536401,bad,many dead chips in H0; hole in the acceptance,55,1730,/
LHC23o,8773,536402,good,,55,1730,/
LHC23o,8773,536403,good,,55,1730,/
LHC23o,8775,536416,good,,55,1730,/
LHC23p,8778,536461,good,,0.4,1,/
LHC23q,8782,536487,good,,100,1730,/
LHC23q,8782,536488,good,,100,1730,/
LHC23q,8782,536489,good,beam splash at EOR; run crashed,100,1730,/
LHC23q,8782,536490,bad,no reconfig. after the previous beam splash,100,1730,/
LHC23r,8784,536545,good,,250,1730,/
LHC23r,8784,536547,good,,250,1730,/
LHC23r,8784,536548,good,,250,1730,/
LHC23r,8786,536590,bad,no entries in H0D1F1Z3 - chips in error,250,1730,/
LHC23r,8786,536606,not participating,,250,1730,/
LHC23r,8786,536607,good,no entries in H0D1F1Z3 - chips in error,250,1730,/
LHC23r,8786,536608,good,no entries in H0D1F1Z3 - chips in error,250,1730,/
LHC23r,8786,536609,good,H0D3F0Z3 in error during the last 30 mins,250,1730,/
LHC23r,8786,536610,good,H1D3F0Z0 excl. + lots of errors in H0D3F0Z3,250,1730,/
LHC23r,8786,536611,good,H1D3F0Z0 excl.,250,1730,/
LHC23r,8786,536612,good,H1D3F0Z0 excl.,250,1730,/
LHC23r,8786,536613,good,H1D3F0Z0 excl. + lots of errors in H0D3F0Z3,250,1730,/
LHC23s,8794,536663,good,,450,1730,/
LHC23s,8796,536683,good,,500,1730,/
LHC23s,8796,536685,good,,500,1730,/
LHC23s,8804,536755,not participating,,500,1730,/
LHC23s,8804,536757,not participating,,500,1730,/
LHC23s,8804,536762,good,,500,1730,/
LHC23s,8807,536774,good,,500,1730,/
LHC23s,8811,536790,good,,500,1730,/
LHC23s,8816,536822,good,beam splash 30 mins before EOR; chips not recovered,500,1692,/
LHC23s,8817,536834,good,H0D1F1Z3 fully in error,450,1692,/
LHC23s,8817,536839,good,H0D1F1Z3 fully in error,500,1692,/
LHC23s,8817,536842,good,H0D1F1Z3 fully in error,500,1692,/
LHC23s,8817,536843,good,H0D1F1Z3 fully in error,500,1692,/
LHC23s,8817,536848,good,H0D1F1Z3 fully in error,500,1692,/
LHC23s,8821,536896,bad,,500,1692,/
LHC23s,8821,536898,good,,500,1692,/
LHC23t,8821,536899,bad,too many chips in error; H0D0 almost fully out,1000,1692,/
LHC23s,8821,536906,good,,500,1692,/
LHC23t,8821,536908,good,,750,1692,/
LHC23s,8821,536957,good,,500,1692,/
LHC23s,8821,536968,good,,500,1692,/
LHC23s,8821,536969,good,,500,1692,/
LHC23s,8821,536971,good,,500,1692,/
LHC23u,8850,537247,good,,95,1692,/
LHC23u,8850,537249,good,,95,1692,/
LHC23u,8850,537251,good,,95,1692,/
LHC23u,8853,537274,good,,250,777,/
LHC23u,8853,537276,good,,250,777,/
LHC23u,8858,537396,bad,,250,1217,/
LHC23u,8858,537397,good,,250,1217,/
LHC23u,8858,537401,good,,250,1217,/
LHC23u,8858,537411,good,,250,1217,/
LHC23u,8860,537425,good,,250,1217,/
LHC23u,8860,537426,good,,250,1217,/
LHC23u,8863,537447,good,,250,1217,/
LHC23u,8863,537448,good,,250,1217,/
LHC23u,8863,537449,good,,250,1217,/
LHC23u,8865,537464,good,,250,1217,/
LHC23u,8865,537465,good,,250,1217,/
LHC23u,8865,537466,good,,250,1217,/
LHC23u,8866,537480,good,,250,1217,/
LHC23v,8870,537504,good,,500,1692,/
LHC23v,8870,537505,good,,500,1692,/
LHC23v,8870,537509,not participating,,500,1692,/
LHC23v,8870,537511,not participating,,500,1692,/
LHC23v,8872,537531,good,beam splash 2 mins before EOR; chips not recovered,500,1692,/
LHC23v,8873,537546,good,,450,1692,/
LHC23v,8873,537547,good,,500,1692,/
LHC23v,8873,537549,good,,500,1692,/
LHC23v,8873,537551,good,,500,1692,/
LHC23v,8873,537553,good,,500,1692,/
LHC23v,8877,537583,bad,MFT crashed the run,450,1692,/
LHC23w,8877,537594,good,,1000,1692,/
LHC23y,8877,537602,good,,500,1692,/
LHC23y,8877,537605,good,,400,1692,/
LHC23y,8880,537622,good,,500,1692,/
LHC23y,8880,537623,good,,500,1692,/
LHC23y,8880,537632,not participating,,500,1692,/
LHC23y,8880,537636,good,,500,1692,/
LHC23z,8880,537645,good,MFT crashed the run,350,1692,/
LHC23z,8882,537658,not participating,,350,1692,/
LHC23z,8882,537659,good,,350,1692,/
LHC23z,8882,537660,good,,350,1692,/
LHC23z,8882,537661,good,,350,1692,/
LHC23z,8882,537663,good,,300,1692,/
LHC23za,8885,537734,good,,500,1692,/
LHC23za,8885,537736,good,,500,1692,/
LHC23za,8885,537737,good,,500,1692,/
LHC23za,8885,537739,good,,500,1692,/
LHC23za,8885,537740,good,,500,1692,/
LHC23za,8887,537769,good,,500,1692,/
LHC23za,8887,537770,good,,500,1692,/
LHC23za,8891,537810,bad,,500,1692,/
LHC23za,8891,537812,good,,500,1692,/
LHC23za,8891,537822,good,,500,1692,/
LHC23za,8891,537825,good,,500,1692,/
LHC23za,8891,537826,good,,500,1692,/
LHC23za,8891,537827,good,,500,1692,/
LHC23za,8891,537829,good,,500,1692,/
LHC23za,8891,537836,good,,500,1692,/
LHC23za,8894,537853,good,,500,1692,/
LHC23za,8894,537855,good,,500,1692,/
LHC23zb,8894,537861,good,,1500,1692,/
LHC23zb,8894,537864,good,,1500,1692,/
LHC23zb,8894,537865,good,,1500,1692,/
LHC23zb,8894,537867,good,,1500,1692,/
LHC23zc,8894,537870,good,,500,1692,/
LHC23zc,8895,537893,bad,too many chips in error,500,1692,/
LHC23zc,8895,537897,bad,too many chips in error,500,1692,/
LHC23zc,8895,537899,good,,500,1692,/
LHC23zc,8895,537900,good,,500,1692,/
LHC23zc,8895,537901,good,,500,1692,/
LHC23zc,8895,537903,good,beam splash; chips recovered in 3 mins,500,1692,/
LHC23zc,8895,537912,good,,350,1692,/
LHC23zc,8896,537934,good,,500,1692,/
LHC23zc,8896,537941,good,,500,1692,/
LHC23zc,8897,537959,good,,500,1692,/
LHC23zc,8897,537960,good,,500,1692,/
LHC23zc,8897,537963,good,,500,1692,/
LHC23zc,8897,537965,good,,500,1692,/
LHC23zc,8901,538018,good,,500,1692,/
LHC23zd,8997,538923,good,,9,35,/
LHC23zd,8997,538931,good,,7.5,35,/
LHC23zd,8997,538932,good,,2,35,/
LHC23zd,8997,538933,good,,1.5,35,/
LHC23zd,8999,538956,good,,2,35,/
LHC23zd,8999,538958,good,,3.5,35,/
LHC23zd,8999,538960,good,,3.5,35,/
LHC23zd,8999,538961,good,,3,35,/
LHC23zd,8999,538964,good,,10,35,/
LHC23zd,8999,538966,good,,10,35,/
LHC23zd,8999,538967,good,,10,35,/
LHC23zd,8999,538968,good,,10,35,/
LHC23zd,8999,538970,good,,10,35,/
LHC23ze,9007,539008,good,,25,75,/
LHC23zf,9016,539058,good,,10,32,/
LHC23zg,9017,539071,good,,50,204,/
LHC23zh,9019,539086,good,,100,614,/
LHC23zh,9019,539087,good,,100,614,/
LHC23zh,9019,539088,good,,100,614,/
LHC23zh,9019,539089,good,,100,614,/
LHC23zi,9022,539107,good,beam splash; chips recovered in 3 mins,250,696,/
LHC23zi,9022,539108,good,,250,696,/
LHC23zj,9023,539129,good,,500,1217,/
LHC23zj,9023,539130,good,,500,1217,/
LHC23zj,9023,539132,good,,500,1217,/
LHC23zj,9023,539133,good,,500,1217,/
LHC23zk,9029,539218,good,,9,1692,/
LHC23zk,9029,539219,good,,8.5,1692,/
LHC23zk,9029,539220,good,,9.5,1692,/
LHC23zk,9029,539221,good,,10,1692,/
LHC23zk,9029,539222,good,,10,1692,/
LHC23zk,9029,539226,good,,10,1692,/
LHC23zk,9029,539227,good,,10,1692,/
LHC23zk,9031,539267,good,,10,1692,/
LHC23zk,9031,539268,good,,10,1692,/
LHC23zk,9031,539269,good,,10,1692,/
LHC23zk,9031,539270,good,,10,1692,/
LHC23zk,9031,539271,good,,10,1692,/
LHC23zk,9031,539272,good,,10,1692,/
LHC23zk,9031,539273,good,,10,1692,/
LHC23zl,9035,539304,not participating,,500,1842,/
LHC23zl,9035,539305,not participating,,500,1842,/
LHC23zl,9035,539307,good,,500,1842,/
LHC23zl,9035,539308,good,,500,1842,/
LHC23zl,9035,539309,good,,500,1842,/
LHC23zm,9035,539314,good,,55,1842,/
LHC23zm,9035,539315,good,,55,1842,/
LHC23zm,9035,539316,good,,55,1842,/
LHC23zm,9035,539317,good,,50,1842,/
LHC23zm,9036,539331,good,beam splash; chips recovered in 3 mins,55,1842,/
LHC23zm,9036,539332,good,,55,1842,/
LHC23zm,9036,539333,good,,55,1842,/
LHC23zn,9036,539339,good,,100,1842,/
LHC23zo,9043,539396,good,two small beam splashes; chips recovered in 3 mins,8.5,1842,/
LHC23zo,9043,539397,good,,10,1842,/
LHC23zo,9043,539398,good,,10,1842,/
LHC23zo,9043,539399,good,,10,1842,/
LHC23zo,9043,539403,good,,10,1842,/
LHC23zo,9043,539404,good,,500,1842,/
LHC23zo,9043,539405,good,,500,1842,/
LHC23zo,9043,539406,good,,500,1842,/
LHC23zo,9043,539407,good,,500,1842,/
LHC23zp,9044,539421,good,,10,1842,/
LHC23zp,9044,539422,good,,500,1842,/
LHC23zp,9044,539423,good,,500,1842,/
LHC23zp,9044,539424,good,,500,1842,/
LHC23zp,9044,539425,good,,500,1842,/
LHC23zp,9044,539426,good,,500,1842,/
LHC23zp,9044,539427,good,,500,1842,/
LHC23zq,9045,539443,good,possible beam splash; chips recovered in 3 mins,100,1842,/
LHC23zq,9045,539444,good,possible beam splash; chips recovered in 3 mins,100,1842,/
LHC23zr,9045,539445,good,,250,1842,/
LHC23zs,9046,539466,good,,500,1842,/
LHC23zs,9049,539480,good,,500,1842,/
LHC23zs,9049,539481,good,,500,1842,/
LHC23zs,9049,539482,good,,500,1842,/
LHC23zs,9049,539483,good,,500,1842,/
LHC23zs,9050,539501,good,,500,1692,/
LHC23zs,9055,539517,good,a hole in the acceptance at phi = pi/2,500,1842,/
LHC23zs,9056,539531,good,a hole in the acceptance at phi = pi/2,450,1842,/
LHC23zs,9057,539556,good,a hole in the acceptance at phi = pi/2,500,1842,/
LHC23zs,9057,539557,good,a hole in the acceptance at phi = pi/2,500,1842,/
LHC23zs,9059,539580,good,a hole in the acceptance at phi = pi/2,500,1842,/
LHC23zs,9062,539622,good,,500,1842,/
LHC23zs,9062,539623,good,,500,1842,/
LHC23zs,9063,539636,good,,500,1842,/
LHC23zs,9063,539637,good,,550,1842,/
LHC23zs,9063,539638,good,,500,1842,/
LHC23zs,9063,539644,good,,500,1842,/
LHC23zs,9063,539646,good,,500,1842,/
LHC23zs,9063,539647,good,,500,1842,/
LHC23zs,9063,539649,good,,500,1842,/
LHC23zs,9066,539700,good,,0,1842,/
LHC23zt,9070,539873,good,,500,1842,/
LHC23zt,9070,539874,good,,500,1842,/
LHC23zt,9070,539875,good,,500,1842,/
LHC23zt,9070,539876,good,,500,1842,/
